drug_name,generic_name,opioid_drug_flag,antibiotic_drug_flag,high_risk_flag,antipsychotic_drug_flag
SILVER NITRATE APPLICATOR,SILVER NITRATE APPLICATOR,N,N,N,N 
SILVER SULFADIAZINE,SILVER SULFADIAZINE,N,N,N,N 
SIMBRINZA,BRINZOLAMIDE/BRIMONIDINE TART,N,N,N,N 
SIMCOR,NIACIN/SIMVASTATIN,N,N,N,N 
SIMPONI,GOLIMUMAB,N,N,N,N 
SIMPONI ARIA,GOLIMUMAB,N,N,N,N 
SIMVASTATIN,SIMVASTATIN,N,N,N,N 
SINEMET 10-100,CARBIDOPA/LEVODOPA,N,N,N,N 
SINEMET 25-100,CARBIDOPA/LEVODOPA,N,N,N,N 
SINEMET 25-250,CARBIDOPA/LEVODOPA,N,N,N,N 
SINEMET CR,CARBIDOPA/LEVODOPA,N,N,N,N 
SINGLE USE SWAB,ALCOHOL ANTISEPTIC PADS,N,N,N,N 
SINGULAIR,MONTELUKAST SODIUM,N,N,N,N 
SIROLIMUS,SIROLIMUS,N,N,N,N 
SIRTURO,BEDAQUILINE FUMARATE,N,N,N,N 
SIVEXTRO,TEDIZOLID PHOSPHATE,N,Y,N,N 
SKELAXIN,METAXALONE,N,N,Y,N 
SKLICE,IVERMECTIN,N,N,N,N 
SKYLA,LEVONORGESTREL,N,N,N,N 
SODIUM ACETATE,SODIUM ACETATE,N,N,N,N 
SODIUM BICARBONATE,SODIUM BICARBONATE,N,N,N,N 
SODIUM CHLORIDE,0.9 % SODIUM CHLORIDE,N,N,N,N 
SODIUM CHLORIDE,SODIUM CHLORIDE,N,N,N,N 
SODIUM CHLORIDE,SODIUM CHLORIDE 0.45 %,N,N,N,N 
SODIUM CHLORIDE,SODIUM CHLORIDE 3 %,N,N,N,N 
SODIUM CHLORIDE,SODIUM CHLORIDE 5 %,N,N,N,N 
SODIUM CHLORIDE,SODIUM CHLORIDE FOR INHALATION,N,N,N,N 
SODIUM CHLORIDE,SODIUM CHLORIDE IRRIG SOLUTION,N,N,N,N 
SODIUM CITRATE & CITRIC ACID,CITRIC ACID/SODIUM CITRATE,N,N,N,N 
SODIUM FLUORIDE,SODIUM FLUORIDE,N,N,N,N 
SODIUM PHENYLBUTYRATE,SODIUM PHENYLBUTYRATE,N,N,N,N 
SODIUM PHOSPHATE,"SODIUM PHOS,M-BASIC-D-BASIC",N,N,N,N 
SODIUM POLYSTYRENE SULFONATE,SODIUM POLYSTYRENE SULFONATE,N,N,N,N 
SODIUM SULFACETAMIDE,SULFACETAMIDE SODIUM,N,N,N,N 
SODIUM SULFACETAMIDE-SULFUR,SULFACETAMIDE SOD/SULFUR/UREA,N,N,N,N 
SODIUM SULFACETAMIDE-SULFUR,SULFACETAMIDE SODIUM/SULFUR,N,N,N,N 
SODIUM THIOSULFATE,SODIUM THIOSULFATE,N,N,N,N 
SOLARAZE,DICLOFENAC SODIUM,N,N,N,N 
SOLIRIS,ECULIZUMAB,N,N,N,N 
SOLODYN,MINOCYCLINE HCL,N,Y,N,N 
SOLTAMOX,TAMOXIFEN CITRATE,N,N,N,N 
SOLU-CORTEF,HYDROCORTISONE SOD SUCC/PF,N,N,N,N 
SOLU-CORTEF,HYDROCORTISONE SOD SUCCINATE,N,N,N,N 
SOLU-MEDROL,METHYLPREDNISOLONE SOD SUCC,N,N,N,N 
SOLU-MEDROL,METHYLPREDNISOLONE SOD SUCC/PF,N,N,N,N 
SOMA,CARISOPRODOL,N,N,Y,N 
SOMATULINE DEPOT,LANREOTIDE ACETATE,N,N,N,N 
SOMAVERT,PEGVISOMANT,N,N,N,N 
SONATA,ZALEPLON,N,N,Y,N 
SOOLANTRA,IVERMECTIN,N,N,N,N 
SORIATANE,ACITRETIN,N,N,N,N 
SORILUX,CALCIPOTRIENE,N,N,N,N 
SORINE,SOTALOL HCL,N,N,N,N 
SOTALOL,SOTALOL HCL,N,N,N,N 
SOTALOL AF,SOTALOL HCL,N,N,N,N 
SOTYLIZE,SOTALOL HCL,N,N,N,N 
SOVALDI,SOFOSBUVIR,N,N,N,N 
SPECIALTY USE NEEDLES,"NEEDLES, DISPOSABLE",N,N,N,N 
SPINOSAD,SPINOSAD,N,N,N,N 
SPIRIVA,TIOTROPIUM BROMIDE,N,N,N,N 
SPIRIVA RESPIMAT,TIOTROPIUM BROMIDE,N,N,N,N 
SPIRONOLACTONE,SPIRONOLACTONE,N,N,N,N 
SPIRONOLACTONE-HCTZ,SPIRONOLACT/HYDROCHLOROTHIAZID,N,N,N,N 
SPORANOX,ITRACONAZOLE,N,N,N,N 
SPRINTEC,NORGESTIMATE-ETHINYL ESTRADIOL,N,N,N,N 
SPRIX,KETOROLAC TROMETHAMINE,N,N,N,N 
SPRYCEL,DASATINIB,N,N,N,N 
SPS,SODIUM POLYSTYRENE SULFONATE,N,N,N,N 
SRONYX,LEVONORGESTREL-ETHIN ESTRADIOL,N,N,N,N 
SSD,SILVER SULFADIAZINE,N,N,N,N 
STALEVO 100,CARBIDOPA/LEVODOPA/ENTACAPONE,N,N,N,N 
STALEVO 125,CARBIDOPA/LEVODOPA/ENTACAPONE,N,N,N,N 
STALEVO 150,CARBIDOPA/LEVODOPA/ENTACAPONE,N,N,N,N 
STALEVO 200,CARBIDOPA/LEVODOPA/ENTACAPONE,N,N,N,N 
STALEVO 50,CARBIDOPA/LEVODOPA/ENTACAPONE,N,N,N,N 
STALEVO 75,CARBIDOPA/LEVODOPA/ENTACAPONE,N,N,N,N 
STANNOUS FLUORIDE,STANNOUS FLUORIDE,N,N,N,N 
STARLIX,NATEGLINIDE,N,N,N,N 
STAVUDINE,STAVUDINE,N,N,N,N 
STAVZOR,VALPROIC ACID,N,N,N,N 
STAXYN,VARDENAFIL HCL,N,N,N,N 
STELARA,USTEKINUMAB,N,N,N,N 
STENDRA,AVANAFIL,N,N,N,N 
STERI-PAD,GAUZE BANDAGE,N,N,N,N 
STERILE PADS,GAUZE BANDAGE,N,N,N,N 
STIMATE,DESMOPRESSIN ACETATE,N,N,N,N 
STIOLTO RESPIMAT,TIOTROPIUM BR/OLODATEROL HCL,N,N,N,N 
STIVARGA,REGORAFENIB,N,N,N,N 
STRATTERA,ATOMOXETINE HCL,N,N,N,N 
STRENSIQ,ASFOTASE ALFA,N,N,N,N 
STREPTOMYCIN SULFATE,STREPTOMYCIN SULFATE,N,Y,N,N 
STRIANT,TESTOSTERONE,N,N,N,N 
STRIBILD,ELVITEGR/COBICIST/EMTRIC/TENOF,N,N,N,N 
STRIVERDI RESPIMAT,OLODATEROL HCL,N,N,N,N 
STROMECTOL,IVERMECTIN,N,N,N,N 
SUBOXONE,BUPRENORPHINE HCL/NALOXONE HCL,N,N,N,N 
SUBSYS,FENTANYL,Y,N,N,N 
SUCLEAR,"PEG 3350-BOWEL 2,TWO PART PREP",N,N,N,N 
SUCRAID,SACROSIDASE,N,N,N,N 
SUCRALFATE,SUCRALFATE,N,N,N,N 
SULAR,NISOLDIPINE,N,N,N,N 
SULFACETAMIDE SODIUM,SULFACETAMIDE SODIUM,N,N,N,N 
SULFACETAMIDE-PREDNISOLONE,SULFACETAMIDE/PREDNISOLONE SP,N,N,N,N 
SULFADIAZINE,SULFADIAZINE,N,Y,N,N 
SULFAMETHOXAZOLE-TRIMETHOPRIM,SULFAMETHOXAZOLE/TRIMETHOPRIM,N,Y,N,N 
SULFAMIDE,SULFACETAMIDE SODIUM,N,N,N,N 
SULFAMYLON,MAFENIDE ACETATE,N,N,N,N 
SULFASALAZINE,SULFASALAZINE,N,N,N,N 
SULFASALAZINE DR,SULFASALAZINE,N,N,N,N 
SULFATRIM,SULFAMETHOXAZOLE/TRIMETHOPRIM,N,Y,N,N 
SULINDAC,SULINDAC,N,N,N,N 
SUMATRIPTAN,SUMATRIPTAN,N,N,N,N 
SUMATRIPTAN SUCCINATE,SUMATRIPTAN SUCCINATE,N,N,N,N 
SUMAVEL DOSEPRO,SUMATRIPTAN SUCCINATE,N,N,N,N 
SUPRAX,CEFIXIME,N,Y,N,N 
SUPREP,"SODIUM,POTASSIUM,&MAG SULFATES",N,N,N,N 
SURE COMFORT,"PEN NEEDLE, DIABETIC",N,N,N,N 
SURE COMFORT,"SYRING W-NDL,DISP,INSUL,0.3 ML",N,N,N,N 
SURE COMFORT,"SYRING W-NDL,DISP,INSUL,0.5 ML",N,N,N,N 
SURE COMFORT,"SYRINGE AND NEEDLE,INSULIN,1ML",N,N,N,N 
SURE COMFORT ALCOHOL,ALCOHOL ANTISEPTIC PADS,N,N,N,N 
SURE-FINE PEN NEEDLES,"PEN NEEDLE, DIABETIC",N,N,N,N 
SURE-JECT INSULIN SYRINGE,"SYRING W-NDL,DISP,INSUL,0.3 ML",N,N,N,N 
SURE-JECT INSULIN SYRINGE,"SYRING W-NDL,DISP,INSUL,0.5 ML",N,N,N,N 
SURE-JECT INSULIN SYRINGE,"SYRINGE AND NEEDLE,INSULIN,1ML",N,N,N,N 
SURE-PREP ALCOHOL PREP PADS,ALCOHOL ANTISEPTIC PADS,N,N,N,N 
SURMONTIL,TRIMIPRAMINE MALEATE,N,N,Y,N 
SUSTIVA,EFAVIRENZ,N,N,N,N 
SUTENT,SUNITINIB MALATE,N,N,N,N 
SYEDA,ETHINYL ESTRADIOL/DROSPIRENONE,N,N,N,N 
SYLATRON,PEGINTERFERON ALFA-2B,N,N,N,N 
SYLVANT,SILTUXIMAB,N,N,N,N 
SYMAX,HYOSCYAMINE SULFATE,N,N,N,N 
SYMAX DUOTAB,HYOSCYAMINE SULFATE,N,N,N,N 
SYMAX-SL,HYOSCYAMINE SULFATE,N,N,N,N 
SYMAX-SR,HYOSCYAMINE SULFATE,N,N,N,N 
SYMBICORT,BUDESONIDE/FORMOTEROL FUMARATE,N,N,N,N 
SYMBYAX,OLANZAPINE/FLUOXETINE HCL,N,N,N,Y 
SYMLINPEN 120,PRAMLINTIDE ACETATE,N,N,N,N 
SYMLINPEN 60,PRAMLINTIDE ACETATE,N,N,N,N 
SYNAGIS,PALIVIZUMAB,N,N,N,N 
SYNALAR,FLUOCINOLONE ACETONIDE,N,N,N,N 
SYNALAR,FLUOCINOLONE/EMOL CMB#65,N,N,N,N 
SYNALAR TS,FLUOCINOLONE/SKIN CLNSR28,N,N,N,N 
SYNALGOS-DC,DIHYDROCODEINE/ASPIRIN/CAFFEIN,Y,N,N,N 
SYNAREL,NAFARELIN ACETATE,N,N,N,N 
SYNERA,LIDOCAINE/TETRACAINE,N,N,N,N 
SYNERCID,QUINUPRISTIN/DALFOPRISTIN,N,Y,N,N 
SYNJARDY,EMPAGLIFLOZIN/METFORMIN HCL,N,N,N,N 
SYNRIBO,OMACETAXINE MEPESUCCINATE,N,N,N,N 
SYNTHROID,LEVOTHYROXINE SODIUM,N,N,N,N 
SYPRINE,TRIENTINE HCL,N,N,N,N 
TABLOID,THIOGUANINE,N,N,N,N 
TACLONEX,CALCIPOTRIENE/BETAMETHASONE,N,N,N,N 
TACROLIMUS,TACROLIMUS,N,N,N,N 
TAFINLAR,DABRAFENIB MESYLATE,N,N,N,N 
TAGRISSO,OSIMERTINIB MESYLATE,N,N,N,N 
TAMIFLU,OSELTAMIVIR PHOSPHATE,N,N,N,N 
TAMOXIFEN CITRATE,TAMOXIFEN CITRATE,N,N,N,N 
TAMSULOSIN HCL,TAMSULOSIN HCL,N,N,N,N 
TANZEUM,ALBIGLUTIDE,N,N,N,N 
TAPAZOLE,METHIMAZOLE,N,N,N,N 
TARCEVA,ERLOTINIB HCL,N,N,N,N 
TARGRETIN,BEXAROTENE,N,N,N,N 
TARKA,TRANDOLAPRIL/VERAPAMIL HCL,N,N,N,N 
TARON-C DHA,PNV#16/IRON FUM & PS/FA/OM-3,N,N,N,N 
TARON-PREX PRENATAL,PNV39/IRON FUMARATE/FA/DSS/DHA,N,N,N,N 
TASIGNA,NILOTINIB HCL,N,N,N,N 
TASMAR,TOLCAPONE,N,N,N,N 
TAXOTERE,DOCETAXEL,N,N,N,N 
TAZICEF,CEFTAZIDIME,N,Y,N,N 
TAZORAC,TAZAROTENE,N,N,N,N 
TAZTIA XT,DILTIAZEM HCL,N,N,N,N 
TECFIDERA,DIMETHYL FUMARATE,N,N,N,N 
TECHNIVIE,OMBITASVIR/PARITAPREV/RITONAV,N,N,N,N 
TEFLARO,CEFTAROLINE FOSAMIL ACETATE,N,Y,N,N 
TEGRETOL,CARBAMAZEPINE,N,N,N,N 
TEGRETOL XR,CARBAMAZEPINE,N,N,N,N 
TEKAMLO,ALISKIREN/AMLODIPINE BESYLATE,N,N,N,N 
TEKTURNA,ALISKIREN HEMIFUMARATE,N,N,N,N 
TEKTURNA HCT,ALISKIREN/HYDROCHLOROTHIAZIDE,N,N,N,N 
TELMISARTAN,TELMISARTAN,N,N,N,N 
TELMISARTAN-AMLODIPINE,TELMISARTAN/AMLODIPINE,N,N,N,N 
TELMISARTAN-HYDROCHLOROTHIAZID,TELMISARTAN/HYDROCHLOROTHIAZID,N,N,N,N 
TEMAZEPAM,TEMAZEPAM,N,N,N,N 
TEMOVATE,CLOBETASOL PROPIONATE,N,N,N,N 
TENCON,BUTALBITAL/ACETAMINOPHEN,N,N,Y,N 
TENIVAC,TETANUS AND DIPHTHERIA TOX/PF,N,N,N,N 
TENORETIC 100,ATENOLOL/CHLORTHALIDONE,N,N,N,N 
TENORETIC 50,ATENOLOL/CHLORTHALIDONE,N,N,N,N 
TENORMIN,ATENOLOL,N,N,N,N 
TERAZOL 3,TERCONAZOLE,N,N,N,N 
TERAZOL 7,TERCONAZOLE,N,N,N,N 
TERAZOSIN HCL,TERAZOSIN HCL,N,N,N,N 
TERBINAFINE HCL,TERBINAFINE HCL,N,N,N,N 
TERBUTALINE SULFATE,TERBUTALINE SULFATE,N,N,N,N 
TERCONAZOLE,TERCONAZOLE,N,N,N,N 
TERUMO INSULIN SYRINGE,"SYRING W-NDL,DISP,INSUL,0.5 ML",N,N,N,N 
TERUMO INSULIN SYRINGE,"SYRINGE AND NEEDLE,INSULIN,1ML",N,N,N,N 
TESTIM,TESTOSTERONE,N,N,N,N 
TESTOPEL,TESTOSTERONE,N,N,N,N 
TESTOSTERONE,TESTOSTERONE,N,N,N,N 
TESTOSTERONE CYPIONATE,TESTOSTERONE CYPIONATE,N,N,N,N 
TESTOSTERONE ENANTHATE,TESTOSTERONE ENANTHATE,N,N,N,N 
TESTRED,METHYLTESTOSTERONE,N,N,N,N 
TETANUS DIPHTHERIA TOXOIDS,"TETANUS & DIPHTHERIA TOX,ADULT",N,N,N,N 
TETANUS TOXOID ADSORBED,"TETANUS TOXOID, ADSORBED/PF",N,N,N,N 
TETANUS-DIPHTERIA-DECAVAC,TETANUS AND DIPHTHERIA TOX/PF,N,N,N,N 
TETRABENAZINE,TETRABENAZINE,N,N,N,N 
TETRACAINE HCL,TETRACAINE HCL,N,N,N,N 
TETRACAINE HCL,TETRACAINE HCL/PF,N,N,N,N 
TETRACYCLINE HCL,TETRACYCLINE HCL,N,Y,N,N 
TEVETEN,EPROSARTAN MESYLATE,N,N,N,N 
TEVETEN HCT,EPROSARTAN/HYDROCHLOROTHIAZIDE,N,N,N,N 
TEXACORT,HYDROCORTISONE,N,N,N,N 
THALOMID,THALIDOMIDE,N,N,N,N 
THEO-24,THEOPHYLLINE ANHYDROUS,N,N,N,N 
THEOPHYLLINE,THEOPHYLLINE ANHYDROUS,N,N,N,N 
THEOPHYLLINE ANHYDROUS,THEOPHYLLINE ANHYDROUS,N,N,N,N 
THINPRO INSULIN SYRINGE,"SYRING W-NDL,DISP,INSUL,0.3 ML",N,N,N,N 
THINPRO INSULIN SYRINGE,"SYRING W-NDL,DISP,INSUL,0.5 ML",N,N,N,N 
THINPRO INSULIN SYRINGE,"SYRINGE AND NEEDLE,INSULIN,1ML",N,N,N,N 
THIOLA,TIOPRONIN,N,N,N,N 
THIORIDAZINE HCL,THIORIDAZINE HCL,N,N,Y,Y 
THIOTHIXENE,THIOTHIXENE,N,N,N,Y 
TIAGABINE HCL,TIAGABINE HCL,N,N,N,N 
TIAZAC,DILTIAZEM HCL,N,N,N,N 
TICLOPIDINE HCL,TICLOPIDINE HCL,N,N,Y,N 
TIGAN,TRIMETHOBENZAMIDE HCL,N,N,Y,N 
TIKOSYN,DOFETILIDE,N,N,N,N 
TILIA FE,NORETHINDRONE-E.ESTRADIOL-IRON,N,N,N,N 
TIMENTIN,TICARCILLIN/K CLAVULANATE,N,Y,N,N 
TIMOLOL MALEATE,TIMOLOL MALEATE,N,N,N,N 
TIMOPTIC,TIMOLOL MALEATE,N,N,N,N 
TIMOPTIC OCUDOSE,TIMOLOL MALEATE/PF,N,N,N,N 
TIMOPTIC-XE,TIMOLOL MALEATE,N,N,N,N 
TINDAMAX,TINIDAZOLE,N,N,N,N 
TINIDAZOLE,TINIDAZOLE,N,N,N,N 
TIROSINT,LEVOTHYROXINE SODIUM,N,N,N,N 
TIVICAY,DOLUTEGRAVIR SODIUM,N,N,N,N 
TIVORBEX,"INDOMETHACIN, SUBMICRONIZED",N,N,Y,N 
TIZANIDINE HCL,TIZANIDINE HCL,N,N,N,N 
TOBI,TOBRAMYCIN IN 0.225% NACL,N,N,N,N 
TOBI PODHALER,TOBRAMYCIN,N,N,N,N 
TOBRADEX,TOBRAMYCIN/DEXAMETHASONE,N,N,N,N 
TOBRADEX ST,TOBRAMYCIN/DEXAMETHASONE,N,N,N,N 
TOBRAMYCIN,TOBRAMYCIN,N,N,N,N 
TOBRAMYCIN,TOBRAMYCIN IN 0.225% NACL,N,N,N,N 
TOBRAMYCIN SULFATE,TOBRAMYCIN SULFATE,N,Y,N,N 
TOBRAMYCIN-DEXAMETHASONE,TOBRAMYCIN/DEXAMETHASONE,N,N,N,N 
TOBREX,TOBRAMYCIN,N,N,N,N 
TOFRANIL,IMIPRAMINE HCL,N,N,Y,N 
TOFRANIL-PM,IMIPRAMINE PAMOATE,N,N,Y,N 
TOLAK,FLUOROURACIL,N,N,N,N 
TOLAZAMIDE,TOLAZAMIDE,N,N,N,N 
TOLBUTAMIDE,TOLBUTAMIDE,N,N,N,N 
TOLCAPONE,TOLCAPONE,N,N,N,N 
TOLMETIN SODIUM,TOLMETIN SODIUM,N,N,N,N 
TOLTERODINE TARTRATE,TOLTERODINE TARTRATE,N,N,N,N 
TOLTERODINE TARTRATE ER,TOLTERODINE TARTRATE,N,N,N,N 
TOPAMAX,TOPIRAMATE,N,N,N,N 
TOPCARE CLICKFINE,"PEN NEEDLE, DIABETIC",N,N,N,N 
TOPCARE ULTRA COMFORT,"SYRING W-NDL,DISP,INSUL,0.3 ML",N,N,N,N 
TOPCARE ULTRA COMFORT,"SYRING W-NDL,DISP,INSUL,0.5 ML",N,N,N,N 
TOPCARE ULTRA COMFORT,"SYRINGE AND NEEDLE,INSULIN,1ML",N,N,N,N 
TOPICORT,DESOXIMETASONE,N,N,N,N 
TOPIRAMATE,TOPIRAMATE,N,N,N,N 
TOPIRAMATE ER,TOPIRAMATE,N,N,N,N 
TOPOSAR,ETOPOSIDE,N,N,N,N 
TOPOTECAN HCL,TOPOTECAN HCL,N,N,N,N 
TOPROL XL,METOPROLOL SUCCINATE,N,N,N,N 
TORISEL,TEMSIROLIMUS,N,N,N,N 
TORSEMIDE,TORSEMIDE,N,N,N,N 
TOUJEO SOLOSTAR,"INSULIN GLARGINE,HUM.REC.ANLOG",N,N,N,N 
TOVIAZ,FESOTERODINE FUMARATE,N,N,N,N 
TPN ELECTROLYTES,SODIUM/K+/MAG/CA/CHLOR/ACETATE,N,N,N,N 
TRACLEER,BOSENTAN,N,N,N,N 
TRADJENTA,LINAGLIPTIN,N,N,N,N 
TRAMADOL HCL,TRAMADOL HCL,Y,N,N,N 
TRAMADOL HCL ER,TRAMADOL HCL,Y,N,N,N 
TRAMADOL HCL-ACETAMINOPHEN,TRAMADOL HCL/ACETAMINOPHEN,Y,N,N,N 
TRANDOLAPRIL,TRANDOLAPRIL,N,N,N,N 
TRANDOLAPRIL-VERAPAMIL ER,TRANDOLAPRIL/VERAPAMIL HCL,N,N,N,N 
TRANEXAMIC ACID,TRANEXAMIC ACID,N,N,N,N 
TRANSDERM-SCOP,SCOPOLAMINE,N,N,N,N 
TRANXENE T-TAB,CLORAZEPATE DIPOTASSIUM,N,N,N,N 
TRANYLCYPROMINE SULFATE,TRANYLCYPROMINE SULFATE,N,N,N,N 
TRAVASOL,PARENTERAL AMINO ACID 10% NO.6,N,N,N,N 
TRAVATAN Z,TRAVOPROST,N,N,N,N 
TRAVOPROST,TRAVOPROST (BENZALKONIUM),N,N,N,N 
TRAZODONE HCL,TRAZODONE HCL,N,N,N,N 
TREANDA,BENDAMUSTINE HCL,N,N,N,N 
TRECATOR,ETHIONAMIDE,N,N,N,N 
TRELSTAR,TRIPTORELIN PAMOATE,N,N,N,N 
TRELSTAR DEPOT,TRIPTORELIN PAMOATE,N,N,N,N 
TRELSTAR LA,TRIPTORELIN PAMOATE,N,N,N,N 
TRESIBA FLEXTOUCH U-100,INSULIN DEGLUDEC,N,N,N,N 
TRESIBA FLEXTOUCH U-200,INSULIN DEGLUDEC,N,N,N,N 
TRETIN-X,TRETINOIN,N,N,N,N 
TRETINOIN,TRETINOIN,N,N,N,N 
TRETINOIN MICROSPHERE,TRETINOIN MICROSPHERES,N,N,N,N 
TREXALL,METHOTREXATE SODIUM,N,N,N,N 
TREXIMET,SUMATRIPTAN SUCC/NAPROXEN SOD,N,N,N,N 
TREZIX,DHCODEINE BT/ACETAMINOPHN/CAFF,Y,N,N,N 
TRI-ESTARYLLA,NORGESTIMATE-ETHINYL ESTRADIOL,N,N,N,N 
TRI-LEGEST FE,NORETHINDRONE-E.ESTRADIOL-IRON,N,N,N,N 
TRI-LINYAH,NORGESTIMATE-ETHINYL ESTRADIOL,N,N,N,N 
TRI-PREVIFEM,NORGESTIMATE-ETHINYL ESTRADIOL,N,N,N,N 
TRI-SPRINTEC,NORGESTIMATE-ETHINYL ESTRADIOL,N,N,N,N 
TRIADVANCE,PRENATAL VIT 15/IRON CB/FA/DSS,N,N,N,N 
TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,N,N,N,N 
TRIAMTERENE-HYDROCHLOROTHIAZID,TRIAMTERENE/HYDROCHLOROTHIAZID,N,N,N,N 
TRIANEX,TRIAMCINOLONE ACETONIDE,N,N,N,N 
TRIAZOLAM,TRIAZOLAM,N,N,N,N 
TRIBENZOR,OLMESARTAN/AMLODIPIN/HCTHIAZID,N,N,N,N 
TRICARE,PRENATAL #103/IRON FUMARATE/FA,N,N,N,N 
TRICARE PRENATAL DHA ONE,PNV#20/IRON/FA/DS/FISH/DHA/EPA,N,N,N,N 
TRICITRATES,SOD/POT/K CIT/SOD CIT/CIT ACID,N,N,N,N 
TRICOR,FENOFIBRATE NANOCRYSTALLIZED,N,N,N,N 
TRIDERM,TRIAMCINOLONE ACETONIDE,N,N,N,N 
TRIESENCE,TRIAMCINOLONE ACETONIDE/PF,N,N,N,N 
TRIFLUOPERAZINE HCL,TRIFLUOPERAZINE HCL,N,N,N,Y 
TRIFLURIDINE,TRIFLURIDINE,N,N,N,N 
TRIGLIDE,FENOFIBRATE NANOCRYSTALLIZED,N,N,N,N 
TRIHEXYPHENIDYL HCL,TRIHEXYPHENIDYL HCL,N,N,Y,N 
TRILEPTAL,OXCARBAZEPINE,N,N,N,N 
TRILIPIX,FENOFIBRIC ACID (CHOLINE),N,N,N,N 
TRILYTE WITH FLAVOR PACKETS,SODIUM CHLORIDE/NAHCO3/KCL/PEG,N,N,N,N 
TRIMETHOBENZAMIDE HCL,TRIMETHOBENZAMIDE HCL,N,N,Y,N 
TRIMETHOPRIM,TRIMETHOPRIM,N,Y,N,N 
TRIMIPRAMINE MALEATE,TRIMIPRAMINE MALEATE,N,N,Y,N 
TRINATAL GT,PRENATAL VIT 16/IRON CB/FA/DSS,N,N,N,N 
TRINATAL RX 1,"PRENATAL VIT27,CALCIUM/IRON/FA",N,N,N,N 
TRINESSA,NORGESTIMATE-ETHINYL ESTRADIOL,N,N,N,N 
TRIPHROCAPS,B COMPLEX & C NO.20/FOLIC ACID,N,N,N,N 
TRIUMEQ,ABACAVIR/DOLUTEGRAVIR/LAMIVUDI,N,N,N,N 
TRIVEEN-DUO DHA,PNV53/IRON B-G HCL-P/FA/OMEGA3,N,N,N,N 
TRIVEEN-PRX RNF,PNV66/IRON FUMARATE/FA/DSS/DHA,N,N,N,N 
TRIVORA-28,LEVONORGESTREL-ETHIN ESTRADIOL,N,N,N,N 
TRIZIVIR,ABACAVIR/LAMIVUDINE/ZIDOVUDINE,N,N,N,N 
TROKENDI XR,TOPIRAMATE,N,N,N,N 
TROPHAMINE,AMINO ACIDS 10 %,N,N,N,N 
TROPICAMIDE,TROPICAMIDE,N,N,N,N 
TROSPIUM CHLORIDE,TROSPIUM CHLORIDE,N,N,N,N 
TROSPIUM CHLORIDE ER,TROSPIUM CHLORIDE,N,N,N,N 
TRUEPLUS INSULIN SYRINGE,"SYRING W-NDL,DISP,INSUL,0.3 ML",N,N,N,N 
TRUEPLUS INSULIN SYRINGE,"SYRING W-NDL,DISP,INSUL,0.5 ML",N,N,N,N 
TRUEPLUS INSULIN SYRINGE,"SYRINGE AND NEEDLE,INSULIN,1ML",N,N,N,N 
TRULICITY,DULAGLUTIDE,N,N,N,N 
TRUMENBA,"N.MENINGITIDIS B,LIPID FHBP RC",N,N,N,N 
TRUSOPT,DORZOLAMIDE HCL,N,N,N,N 
TRUVADA,EMTRICITABINE/TENOFOVIR,N,N,N,N 
TUDORZA PRESSAIR,ACLIDINIUM BROMIDE,N,N,N,N 
TWINRIX,HEPATITIS A & B VACCINE/PF,N,N,N,N 
TWYNSTA,TELMISARTAN/AMLODIPINE,N,N,N,N 
TYBOST,COBICISTAT,N,N,N,N 
TYGACIL,TIGECYCLINE,N,Y,N,N 
TYKERB,LAPATINIB DITOSYLATE,N,N,N,N 
TYLENOL-CODEINE NO.3,ACETAMINOPHEN WITH CODEINE,Y,N,N,N 
TYLENOL-CODEINE NO.4,ACETAMINOPHEN WITH CODEINE,Y,N,N,N 
TYPHIM VI,TYPHOID VACC VI CAPSULR POLYS,N,N,N,N 
TYSABRI,NATALIZUMAB,N,N,N,N 
TYVASO,TREPROSTINIL/NEB ACCESSORIES,N,N,N,N 
TYZEKA,TELBIVUDINE,N,N,N,N 
TYZINE,TETRAHYDROZOLINE HCL,N,N,N,N 
UCERIS,BUDESONIDE,N,N,N,N 
ULESFIA,BENZYL ALCOHOL,N,N,N,N 
ULORIC,FEBUXOSTAT,N,N,N,N 
ULTICARE,"PEN NEEDLE, DIABETIC",N,N,N,N 
ULTICARE,"SYR,NDL,INSULIN,1ML-SHARPS BIN",N,N,N,N 
ULTICARE,"SYR-ND,INS,0.3/CONTAINER,EMPTY",N,N,N,N 
ULTICARE,"SYR-ND,INS,0.5/CONTAINER,EMPTY",N,N,N,N 
ULTICARE,"SYRING W-NDL,DISP,INSUL,0.3 ML",N,N,N,N 
ULTICARE,"SYRING W-NDL,DISP,INSUL,0.5 ML",N,N,N,N 
ULTICARE,"SYRINGE AND NEEDLE,INSULIN,1ML",N,N,N,N 
ULTILET ALCOHOL SWAB,ALCOHOL ANTISEPTIC PADS,N,N,N,N 
ULTILET INSULIN SYRINGE,"SYRING W-NDL,DISP,INSUL,0.3 ML",N,N,N,N 
ULTILET INSULIN SYRINGE,"SYRING W-NDL,DISP,INSUL,0.5 ML",N,N,N,N 
ULTILET INSULIN SYRINGE,"SYRINGE AND NEEDLE,INSULIN,1ML",N,N,N,N 
ULTIMATECARE ONE,PNV W-CA NO.37/IRON/FA/OMEGA-3,N,N,N,N 
